label,text
spam,This is the 2nd time we have tried 2 contact u U have won the 750 Pound prize 2 claim is easy call 08712101358 NOW Only 10p per min BTnationalrate
ham,Ok no problem Yup im going to sch at 4 if i rem correctly
ham,Much better now thanks lol
ham,Just now saw your messageit k da
ham,I remet alex nichols from middle school and it turns out hes dealing
ham,Pls confirm the time to collect the cheque
ham,Hey sweet I was wondering when you had a moment if you might come to me  I want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  Could you tell me how to do that  Or do you know some other way to download big files  Because they can download stuff directly from the internet Any help would be great my prey  teasing kiss
spam,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates zed POBox 36504 W45WQ norm150ptone 16
ham,Just wondering the others just took off
ham,Well you told others youd marry them
ham,Hi dear we saw dear We both are happy Where you my battery is low
ham,Call me i am senthil from hsbc
ham,Then mums repent how
ham,Dont talk to him ever ok its my word
ham,Thats cool princess I will cover your face in hot sticky cum 
ham,Then u going ikea str aft dat
spam,Not heard from U4 a while Call 4 rude chat private line 01223585334 to cum Wan 2C pics of me gettin shagged then text PIX to 8552 2End send STOP 8552 SAM xxx
ham,Honeybee Said Im d Sweetest in d World God Laughed amp Said WaitU Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN
ham,I accidentally brought em home in the box
ham,Yup im free
ham,Hey you gave them your photo when you registered for driving ah Tmr wanna meet at yck 
ham,PICK UR FONE UP NOW U DUMB
ham,7 at esplanade Do  mind giving me a lift cos i got no car today
ham,Great So should i send you my account number
ham,Ill text now All creepy like so he wont think that we forgot
ham,No need to ke qi  too bored izzit y suddenly thk of this
spam,Customer service announcement We recently tried to make a delivery to you but were unable to do so please call 07099833605 to reschedule Ref9280114
ham,My superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it
ham,How much you got for cleaning
ham,Can you plz tell me the ans BSLVYL sent via fullonsmscom
ham,Company is very goodenvironment is terrific and food is really nice
ham,Squeeeeeze This is christmas hug If u lik my frndshp den hug me back If u get 3 u r cute 6 u r luvd 9 u r so lucky None People hate u
spam,FREE camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble Call 08001950382 or call2optoutJ MF
spam," fw  old aged woman wants to date you
groovy  
kuwilamo  kedemo 
certain flaws are necessary for the whole  it would seem strange if old friends lacked certain quirks 
ideally a book would have no order to it  and the reader would have to discover his own  no one is more profoundly sad as one who laughs too much 
a friend is  as it were  a second self 
just as women are afraid of receiving  men are afraid of giving 
the greatest evil is physical pain 
our expenses are all for conformity 
the brave person thinks of themselves last of all 
the intellect is a very nice whirligig toy  but how people take it seriously is more than i can understand 
if you argue with a woman and win  you lose 
if you can  t get a compliment any other way  pay yourself one 
when a subject becomes totally obsolete we make it a required course 
men naturally resent it when women take greater liberties in dress than men are allowed 
language is the mother of thought  not its handmaiden  ideas won  t work unless you do  initiative is doing the right thing without being told 
a symphony is a stage play with the parts written for instruments instead of for actors 
the father who does not teach his son his duties is equally guilty with the son who neglects them 
"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again But you can call me therexx
ham,Haha get used to driving to usf man I know a lot of stoners
spam," no more injections
"
ham,Ive not called you in a while This is hoping it was l8r malaria and that you know that we miss you guys I miss Bani big so pls give her my love especially Have a great day
ham,Piggy r u awake I bet ure still sleeping Im going 4 lunch now
ham,Whats up my own oga Left my phone at home and just saw ur messages Hope you are good Have a great weekend
ham,I have no idea where you are
ham,I keep seeing weird shit and bein all woah then realising its actually reasonable and Im all oh
spam,WELL DONE Your 4 Costa Del Sol Holiday or 5000 await collection Call 09050090044 Now toClaim SAE TCs POBox334 Stockport SK38xh Cost150pm Max10mins
ham,Idea will soon get converted to live
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship good morning dear
ham,Aiyah u did ok already lar E nydc at wheellock
ham,Today is ACCEPT DAYU Accept me as Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Oh for fucks sake shes in like tallahassee
spam,Your weekly CoolMob tones are ready to download This weeks new Tones include 1 Crazy FrogAXEL F 2 AkonLonely 3 Black EyedDont P More info in n
ham,Im in a movie Call me 4 wat
ham,OK im waliking ard now Do u wan me 2 buy anything go ur house
ham,I hav almost reached Call i m unable to connect u
spam,Todays Voda numbers ending with 7634 are selected to receive a 350 reward If you have a match please call 08712300220 quoting claim code 7684 standard rates apply
spam,SMS AUCTION  A BRAND NEW Nokia 7250 is up 4 auction today Auction is FREE 2 join  take part Txt NOKIA to 86021 now
spam," smoking can kill you  stop in two weeks  guaranteed 
do something to help yourself 
quit smoking in 2 weeks  you can do it    if you don  t quit  you don  t pay  
the finalsmoke system was designed to help you conquer
all aspects of your smoking habit  it  s powerhouse
proprietary all  herbal formula is the very backbone
of the finalsmoke system 
it removes your cravings to smoke and relieves the symptoms associated
with nicotine withdrawal  in less than 14 days  you will be completely smoke  free 
and on your way to healthy living 
http    gdprods  com  qsl  index  html    to quit forever   if you don  t quit  you don  t pay  
read a few testimonials 
i love your product   
i have smoked for 40  years  and i quit cold turkey 
basically  i took final smoke  and a couple of hours later tried
to smoke a cigarette  but i was absolutely sick from it 
i now can keep up enjoy my grandchildren without coughing wheezing  
thank you     mary t  goddard  ks
this system works    i  ve wanted to quit smoking for some time now 
but the physical cravings always kept me back  but with this system 
my cravings were gone  and now so is my awful habit    kai e  clinton  ny
http    gdprods  com  qsl  index  html    to quit forever   if you don  t quit  you don  t pay  
i was skeptical when i ordered your product 
i was a smoker for 32 years and had tried everything  on april 17 th
at 12  00 pm  i finished my last cigarette in my last pack  after taking the first 2 pills 
i have not touched another cigarette  on march 15  1991 i turned 35 years old 
6 days later i had a severe heart attack  after in the hospital for 9 days i walked
out and started smoking again  i sat with my dad for a year till he died of lung
cancer in 1997 and i still smoked even as i watched him waste away 
until i started fina lsmoke i felt that within 5 years i  d be dead and gone 
but now i feel alive again  more energy and even happier than i have been in years 
and i owe it all to you and your great product  you have changed my life forever
and for that i can never repay you  thank you   ronnie davenport oklahoma city  ok
exactly what i needed    this is a great system  i knew cigarettes were packed
with poisons but i didn  t know just how many or what kind there were 
the final smoke capsules were the best  every time i lit up a cigarette 
i threw it away before half of it was smoked  usually only 2  3 puffs 
it made me feel sick and nauseous to smoke these poisons 
this is exactly what i needed to help me stop  i  ve been trying
to quit for the past 7 years  i tried everything under the sun with no results 
with final smoke i was smoke free in under a month   e  okamura  hawaii
http    gdprods  com  qsl  index  html    to quit forever   if you don  t quit  you don  t pay   
want to be dropped from our list  do not reply to this email 
copy and paste this link into your browser  infodele  com  nrmm  htm
computer technologies
848 n  rainbow blvd   316
las vegas  nv 89107
"
ham,HeyGreat dealFarm tour 9am to 5pm 95pax 50 deposit by 16 May
ham,Ugh just got outta class
ham,Thats cool Where should i cum On you or in you 
spam,SMS ac Blind Date 4U Rodds1 is 21m from Aberdeen United Kingdom Check Him out httpimg sms acWicmb3cktz8r74 no Blind Dates send HIDE
spam,Xmas  New Years Eve tickets are now on sale from the club during the day from 10am till 8pm and on Thurs Fri  Sat night this week Theyre selling fast
ham,Hello No news on job they are making me wait a fifth week Yeah im up for some woozles and weasels In exeter still but be home about 3 
ham,Hello my little party animal I just thought Id buzz you as you were with your friends grins Reminding you were loved and send a naughty adoring kiss
ham,Easy ahsen got selected means its good
ham,K give me a sec breaking a  ltgt  at cstore
ham,I went to ur hon lab but no one is there
ham,Hey sorry I didntgive ya a a bellearlier hunny
ham,Get the door Im here
ham,I can make lasagna for you vodka
ham,Shhhhh nobody is supposed to know
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,Ok lor thanx  in school
ham,Whats that coming over the hill Is it a monster Hope you have a great day Things r going fine here busy though 
spam,Your free ringtone is waiting to be collected Simply text the password MIX to 85069 to verify Get Usher and Britney FML
ham,Yeah whatever lol
ham,Cool breeze Bright sun Fresh flower Twittering birds All these waiting to wish u GOODMORNING amp HAVE A NICE DAY 
ham,May i call You later Pls
ham,Ok lor wat time  finish
ham,Jolly good By the way  will give u tickets for sat eve 730 Speak before then x
